PartNumber,OldPartNumber,SupplierProductCode,Brand,ProductName,Designation,RetailPriceIncludingTax,RetailPriceExcludingTax,BaseDealerPriceExcludingTax,BarCode,StockValue,CommodityCode,OnDemand,DropShipping,HtmlDescription,Description,Category1,Category2,Category3,V-Color,Volume (cm³),Weight (g),Length (mm),Width (mm),Height (mm),Altura (cm),Anchura (cm),Capacidad (ml/l),Carga máxima (kg),Color,Componente de fijación,Embalaje,Longitud (cm),Peso (kg),Plegable,Posición,Rango de uso,Terminales,Tipo de soporte,Uso recomendado,Voltaje,Picture1,Picture2,Picture3,Picture4,Picture5,Picture6,Picture7,Picture8,Picture9,AllPicturesZIP,Document1,DeliveryPlant
1109796,1109796,MIO-150/2,BIKE LIFT,BLIFT MIO 150/2,Soporte de bici BIKE LIT MIO-150 Doble - MIO-150,2099.00,1734.71,1214.30,MIO-150/2,0,8425490000,1,1,"<p data-isautotranslation=""1""></p>MIO-150 es un poste de soporte/soporte de reparación creado para el servicio y mantenimiento de todo tipo de bicicletas. Está equipado con los mismos accesorios utilizados en el elevador LEB-50.

La abrazadera se encuentra a 160 cm del suelo, lo que permite al operador maximizar la ubicación ergonómica. El peso de 60 kg mantiene el soporte estable y seguro en todo momento.

Se proporciona con una abrazadera doble, es posible trabajar en dos bicicletas. Esta versión no es compatible con la bandeja de herramientas.","
MIO-150 es un poste de soporte/soporte de reparación creado para el servicio y mantenimiento de todo tipo de bicicletas. Está equipado con los mismos accesorios utilizados en el elevador LEB-50.

La abrazadera se encuentra a 160 cm del suelo, lo que permite al operador maximizar la ubicación ergonómica. El peso de 60 kg mantiene el soporte estable y seguro en todo momento.

Se proporciona con una abrazadera doble, es posible trabajar en dos bicicletas. Esta versión no es compatible con la bandeja de herramientas.",VEHICLE PARTS & ACCESSORIES,BICYCLE PARTS & ACCESSORIES,BICYCLE PARTS,,739260,90000,2220,740,450,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1109796-1-800Wx800H?context=bWFzdGVyfHJvb3R8NjI4MTl8aW1hZ2UvanBlZ3xhRE00TDJnd01pOHhOREV4TnpZNU1URTVOVFF5TWk4eE1UQTVOemsyTFRGZk9EQXdWM2c0TURCSXwzMTdlZmE2ZjZlZTQwMmEyZGIxM2I3OWZhMzUxMTYwNDk0NDQ4MmRkM2IzMDZjNDdiYjlhZTViNTY5YTQ0ZjMy,https://api.mybihr.com/medias/1109796-2-800Wx800H?context=bWFzdGVyfHJvb3R8MTA5NzgwfGltYWdlL2pwZWd8YUdNMkwyZ3daaTh4TkRFeE56WTVNVFU0T0RZek9DOHhNVEE1TnprMkxUSmZPREF3VjNnNE1EQkl8NTlkMTA2MThmNmExM2ExZTZhNzYwN2ExMDlmMzYwYWJkYzdjNDczNzBkMGQ2OTA4MjUyMzRmOTY0ODJiM2QwOA,,,,,,,,https://static.bihr.pro/eBihr/Pictures/BIKE_LIFT-pictures.zip,,Spain Warehouse (Parts)
1100197,59800032,LEB-SUP,BIKE LIFT,BLIFT E-BIKE SUPPORTFOR MOTORFOR LEB-50,Soporta-motores E-Bike para elevador de bicicletas BIKE-LIFT - LEB-SUP,239.00,197.52,138.26,LEB-SUP,1,7616999099,0,0,<p>Soporta-motores E-Bike para elevador de bicicletas Bike-Lift. Bandeja espec&iacute;fica 30x38cm.</p>,"
Soporta-motores E-Bike para elevador de bicicletas Bike-Lift. Bandeja específica 30x38cm.",VEHICLE PARTS & ACCESSORIES,BICYCLE PARTS & ACCESSORIES,BICYCLE PARTS,,32000,3000,400,400,200,,,,,,,,,,,,,,,Carretera & Ciclocross & Ciudad & E-Bike & Gravel & MTB,,https://api.mybihr.com/medias/1100197-1-800Wx800H?context=bWFzdGVyfHJvb3R8MzI0MDB8aW1hZ2UvanBlZ3xhREUyTDJoa09DOHhNVEl4TURRMk56RXhOVEF6T0M4eE1UQXdNVGszTFRGZk9EQXdWM2c0TURCSXwzMWYyZTQ1NjIwM2RiYTU4YzJkYjNjMzhjYWMxNzE0NWU4NzQyOWU0M2Q1ZWNhMGRlYTIxMDM5YWJkM2UwZmQz,https://api.mybihr.com/medias/1100197-2-800Wx800H?context=bWFzdGVyfHJvb3R8MTM1OTkwfGltYWdlL2pwZWd8YUdFMUwyaGhOUzh4TkRFeE56WTROamd3TkRVeE1DOHhNVEF3TVRrM0xUSmZPREF3VjNnNE1EQkl8M2Y2MzRiMDI4ZGYwNTc5MTBjYWY0ZDFhNGIyYjhjOWEwNDdhOTg4ZjcyMzFmYWEwNmRiYTVkNTAzMTU5YWYwNg,https://api.mybihr.com/medias/1100197-3-800Wx800H?context=bWFzdGVyfHJvb3R8ODcyMjB8aW1hZ2UvanBlZ3xhR0pqTDJnMU1pOHhOREV4TnpZNE56RTVOemN5Tmk4eE1UQXdNVGszTFROZk9EQXdWM2c0TURCSXwwOGY0NjkxYTcyNTgwOTA3OGEzYzY1MzExOGEyYTZhMzE2MWFjNjUwM2VlYmMwNTRhMTM5MWI0NjE1M2I4ODEz,,,,,,,https://static.bihr.pro/eBihr/Pictures/BIKE_LIFT-pictures.zip,,Spain Warehouse (Parts)
1113792,1113792,LEB-ARM,BIKE LIFT,BLIFT LEB 50 ACCESSORIES,Soporte de rueda BIKE-LIFT para LEB-50,175.00,144.63,101.24,LEB-ARM,1,8467890000,0,0,"<p data-isautotranslation=""1""></p><p>Brazo de hierro con un gancho recubierto de goma en el extremo utilizado para suspender las ruedas.</p>
<p>El brazo se mueve hacia la izquierda o derecha, lo que le da al operador espacio incluso al trabajar en la parte trasera de la bicicleta.</p>","

Brazo de hierro con un gancho recubierto de goma en el extremo utilizado para suspender las ruedas.

El brazo se mueve hacia la izquierda o derecha, lo que le da al operador espacio incluso al trabajar en la parte trasera de la bicicleta.",VEHICLE PARTS & ACCESSORIES,BICYCLE PARTS & ACCESSORIES,BICYCLE PARTS,,13592,1260,523,146,178,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1113792-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTAzOTM3fGltYWdlL2pwZWd8YURJeEwyZ3lNaTh4TkRNd01qVXdPREk0TlRrNE1pOHhNVEV6TnpreUxURmZPREF3VjNnNE1EQkl8ZmI4NzhlYTU2YjQyY2M4MmY0Y2FmODJiNzU1NjliZjcyN2UzZjIxZTZkOWFlYTRkNzk0ODYwYWJlYWY2OWJmNA,https://api.mybihr.com/medias/1113792-2-800Wx800H?context=bWFzdGVyfHJvb3R8MjYzMDY5fGltYWdlL2pwZWd8YURrekwyZ3hOQzh4TkRNd01qVXdPRFkzT1RFNU9DOHhNVEV6TnpreUxUSmZPREF3VjNnNE1EQkl8YjVjNDg0OTlmODMzMGE2NzA2NzM5ZWI4ZjYyMzI4OTdjYTAyODY1MmFlNGVmZTZlMzk0NDU2MGI2MGQwNjYzZQ,,,,,,,,https://static.bihr.pro/eBihr/Pictures/BIKE_LIFT-pictures.zip,,Spain Warehouse (Parts)
1109795,1109795,LEB-FC,BIKE LIFT,BLIFT LEB FC,Pedal de control BIKE-LIFT para LEB 50,65.00,53.72,37.60,LEB-FC,0,8513100000,0,1,"<p data-isautotranslation=""1""></p><p>Control de pie que reemplaza el control de mano estándar suministrado.</p>","

Control de pie que reemplaza el control de mano estándar suministrado.",VEHICLE PARTS & ACCESSORIES,BICYCLE PARTS & ACCESSORIES,BICYCLE PARTS,,4527,501,247,187,98,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1109795-1-800Wx800H?context=bWFzdGVyfHJvb3R8NzAzNjh8aW1hZ2UvanBlZ3xhREV6TDJobU1pOHhOREV4TmpZMU1UZzFPVGs1T0M4eE1UQTVOemsxTFRGZk9EQXdWM2c0TURCSXwxNjZmZDJkZDRiZjEyNDgyZjA5M2RmMGZjZjU4OGQ4YTBiOThlNmE3YTkxODkzMTYzZDhlOGE2NmU0OWQ0MDhi,,,,,,,,,https://static.bihr.pro/eBihr/Pictures/BIKE_LIFT-pictures.zip,,Spain Warehouse (Parts)
1100199,59800033,FC-BM,BIKE LIFT,BLIFT PRO ELITE CLAMP WITH BENCH MOUNT,Abrazadera Bike-Lift Pro Elite para elevador de bicicleta,639.00,528.10,369.67,FC-BM,0,7616999099,0,0,"<p>Abrazadera giratoria Pro Elite para sistema de montaje en caballete de trabajo. Se trabaj&oacute; en buscar solo lo mejor a la hora de seleccionar los accesorios para el caballete elevador LEB-50, con lo cual se opt&oacute; por la marca l&iacute;der en el sector. El LEB-50 est&aacute; equipado con esta abrazadera que es extraordinariamente resistente y vers&aacute;til. Es inigualable en el sentido de que es el &uacute;nico de su clase que cuenta con un bot&oacute;n de liberaci&oacute;n r&aacute;pida, microajuste de la fuerza de sujeci&oacute;n y un sistema exclusivo de seguridad, que evita que la abrazadera se deslice del soporte del caballete cuando se libera para una rotaci&oacute;n.&nbsp;</p>","
Abrazadera giratoria Pro Elite para sistema de montaje en caballete de trabajo. Se trabajó en buscar solo lo mejor a la hora de seleccionar los accesorios para el caballete elevador LEB-50, con lo cual se optó por la marca líder en el sector. El LEB-50 está equipado con esta abrazadera que es extraordinariamente resistente y versátil. Es inigualable en el sentido de que es el único de su clase que cuenta con un botón de liberación rápida, microajuste de la fuerza de sujeción y un sistema exclusivo de seguridad, que evita que la abrazadera se deslice del soporte del caballete cuando se libera para una rotación. ",VEHICLE PARTS & ACCESSORIES,BICYCLE PARTS & ACCESSORIES,BICYCLE PARTS,,40000,6000,500,400,200,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1100199-1-800Wx800H?context=bWFzdGVyfHJvb3R8NDY2NTR8aW1hZ2UvanBlZ3xhR1UyTDJoa1pTOHhNVEl4TURRMk56TXhNVFkwTmk4eE1UQXdNVGs1TFRGZk9EQXdWM2c0TURCSXxjZTFhZDFjNTg2ODNiYjE3YTQxZjA4ZjZjYzNiZDE2ODA3OWM1MGVmNWNlYzMwM2MyZTYzNWY1OWRjYjM1OWNm,,,,,,,,,https://static.bihr.pro/eBihr/Pictures/BIKE_LIFT-pictures.zip,,Spain Warehouse (Parts)
1109793,1109793,LEB-50-TWIN-RV,BIKE LIFT,BLIFT LEB 50 TWIN RV,Soporte bici BIKE LIFT LEB-50 Twin reverse side - LEB-50,5198.99,4296.69,3007.68,LEB-50-TWIN-RV,0,8425490000,1,1,"<p data-isautotranslation=""1""></p><p>LEB-50 Twin Reverse Side es un producto de calidad que es funcional, confiable y asequible tanto para mecánicos como para ciclistas entusiastas. Permite trabajar en dos bicicletas al mismo tiempo.</p>
<p>El motor eléctrico permite que el LEB-50 se active en poco tiempo, sin necesidad de equipamiento o herramientas adicionales.</p>
<p>El diseño de este elevador ha sido desarrollado teniendo en cuenta todas las necesidades de rendimiento requeridas para que el trabajo se realice con total comodidad y seguridad, incluso con las e-bikes más pesadas.</p>
<p>Su abrazadera que rota 360° y su capacidad de elevación hasta 195cm facilitan el acceso a cada parte del cuadro de la bicicleta en la mejor posición, lo que resulta en un servicio más rápido y eficiente.</p>
<p>La estructura de 80kg la hace un socio robusto y versátil en cada taller.</p>
<ul>
	<li>Capacidad máxima: 50Kg</li>
	<li>Altura mínima: 88cm</li>
	<li>Altura máxima: 198cm</li>
	<li>Peso: 80Kg</li>
	<li>Alimentación eléctrica: 220/110V DC</li>
	<li>Dimensiones: 230x70x80cm</li>
</ul>

<p>Equipamiento incluido:</p>

<ul>
	<li>Abrazadera rotativa 360°</li>
	<li>Bandeja para herramientas</li>
	<li>Sostenedor del manillar</li>
</ul>","

LEB-50 Twin Reverse Side es un producto de calidad que es funcional, confiable y asequible tanto para mecánicos como para ciclistas entusiastas. Permite trabajar en dos bicicletas al mismo tiempo.

El motor eléctrico permite que el LEB-50 se active en poco tiempo, sin necesidad de equipamiento o herramientas adicionales.

El diseño de este elevador ha sido desarrollado teniendo en cuenta todas las necesidades de rendimiento requeridas para que el trabajo se realice con total comodidad y seguridad, incluso con las e-bikes más pesadas.

Su abrazadera que rota 360° y su capacidad de elevación hasta 195cm facilitan el acceso a cada parte del cuadro de la bicicleta en la mejor posición, lo que resulta en un servicio más rápido y eficiente.

La estructura de 80kg la hace un socio robusto y versátil en cada taller.

	Capacidad máxima: 50Kg
	Altura mínima: 88cm
	Altura máxima: 198cm
	Peso: 80Kg
	Alimentación eléctrica: 220/110V DC
	Dimensiones: 230x70x80cm



Equipamiento incluido:


	Abrazadera rotativa 360°
	Bandeja para herramientas
	Sostenedor del manillar
",VEHICLE PARTS & ACCESSORIES,BICYCLE PARTS & ACCESSORIES,BICYCLE PARTS,,776709,181000,2230,810,430,,,,,,,,,,,,,,,,220 / 110V,https://api.mybihr.com/medias/1109793-1-800Wx800H?context=bWFzdGVyfHJvb3R8NTQxMzZ8aW1hZ2UvanBlZ3xhREV6TDJnNFlpOHhOREV4TnpZNE9UUTVNVFE0Tmk4eE1UQTVOemt6TFRGZk9EQXdWM2c0TURCSXwyNTY5OGY1ZDY4MjM0ZDcyMGJhMjEzNTkxMTNiMTg0MjYwZDU4MTU3ZWZhMDRiNmQ1N2VkMjhkMDQ1ZDQ1MjUx,https://api.mybihr.com/medias/1109793-2-800Wx800H?context=bWFzdGVyfHJvb3R8MTU5NDI3fGltYWdlL2pwZWd8YUdFeEwyZzVPQzh4TkRFeE56WTRPVGc0TkRjd01pOHhNVEE1TnprekxUSmZPREF3VjNnNE1EQkl8Mjg2YWQ4YjA5YThiZTY0MGQyNGZkYzdhNTU4MTc2ZTAyM2NhMjg1YzgzNTY2ODM2ZWZlYmQyODc3MzAwOTE0Ng,https://api.mybihr.com/medias/1109793-3-800Wx800H?context=bWFzdGVyfHJvb3R8MTk3MTB8aW1hZ2UvanBlZ3xhRFl3TDJnMk5DOHhOREV4TnpZNU1ESTNOemt4T0M4eE1UQTVOemt6TFROZk9EQXdWM2c0TURCSXwyNGQyODlkMzI4MWFjNDI4ZjdkYjVkOWNkNWJlOTczYjZhNTQ0NjA4YWVmZTIxNDJjMjJjMjdlMjEyZmUyMWFm,https://api.mybihr.com/medias/1109793-4-800Wx800H?context=bWFzdGVyfHJvb3R8OTI5MzF8aW1hZ2UvanBlZ3xhR0ptTDJnMU5pOHhOREV4TnpZNU1EWTNNVEV6TkM4eE1UQTVOemt6TFRSZk9EQXdWM2c0TURCSXw2MTQ4MTY3YTk3NThlYmNhMWQwZmRiZDQ1ZWFmMDY4ZGY0YjNhM2E1OGIzYWEyYWFmMGZhMDQ0MzZmYTI3NDA2,,,,,,https://static.bihr.pro/eBihr/Pictures/BIKE_LIFT-pictures.zip,,Spain Warehouse (Parts)
1109794,1109794,LEB-50-TWIN-BTB,BIKE LIFT,BLIFT LEB 50 TWIN BTB,Soporte bici BIKE LIFT LEB-50 Twin back to back - LEB-50,5198.99,4296.69,3007.68,LEB-50-TWIN-BTB,0,8425490000,1,1,"<p data-isautotranslation=""1""></p><p>LEB-50 Twin Back to Back es un producto de calidad que es funcional, confiable y asequible tanto para mecánicos como para ciclistas entusiastas. Permite trabajar en dos bicicletas al mismo tiempo.</p>
<p>El motor eléctrico permite que el LEB-50 se ponga en funcionamiento en poco tiempo, sin necesidad de equipos o herramientas adicionales.</p>
<p>El diseño de este elevador ha sido desarrollado teniendo en cuenta todas las necesidades de rendimiento para que el trabajo se realice con total comodidad y seguridad, incluso con las e-bikes más pesadas.</p>
<p>Su abrazadera que rota a 360° y su margen de altura de 195 cm facilitan el acceso a cada parte del cuadro de la bicicleta en la mejor posición, lo que resulta en un servicio más rápido y mejorado.</p>
<p>La estructura de 210 kg hace que sea un socio robusto y versátil en cada taller.</p>
<ul>
	<li>Capacidad máxima: 50 Kg</li>
	<li>Altura mínima: 88 cm</li>
	<li>Altura máxima: 198 cm</li>
	<li>Peso: 210 Kg</li>
	<li>Alimentación eléctrica: 220/110V DC</li>
	<li>Dimensiones: 230x140x80 cm</li>
</ul>

<p>Equipo incluido:</p>

<ul>
	<li>Abrazadera rotativa de 360°</li>
	<li>Bandeja para herramientas</li>
	<li>Sostenedor del manillar</li>
</ul>","

LEB-50 Twin Back to Back es un producto de calidad que es funcional, confiable y asequible tanto para mecánicos como para ciclistas entusiastas. Permite trabajar en dos bicicletas al mismo tiempo.

El motor eléctrico permite que el LEB-50 se ponga en funcionamiento en poco tiempo, sin necesidad de equipos o herramientas adicionales.

El diseño de este elevador ha sido desarrollado teniendo en cuenta todas las necesidades de rendimiento para que el trabajo se realice con total comodidad y seguridad, incluso con las e-bikes más pesadas.

Su abrazadera que rota a 360° y su margen de altura de 195 cm facilitan el acceso a cada parte del cuadro de la bicicleta en la mejor posición, lo que resulta en un servicio más rápido y mejorado.

La estructura de 210 kg hace que sea un socio robusto y versátil en cada taller.

	Capacidad máxima: 50 Kg
	Altura mínima: 88 cm
	Altura máxima: 198 cm
	Peso: 210 Kg
	Alimentación eléctrica: 220/110V DC
	Dimensiones: 230x140x80 cm



Equipo incluido:


	Abrazadera rotativa de 360°
	Bandeja para herramientas
	Sostenedor del manillar
",VEHICLE PARTS & ACCESSORIES,BICYCLE PARTS & ACCESSORIES,BICYCLE PARTS,,776709,179000,2230,810,430,,,,,,,,,,,,,,,,220 / 110V,https://api.mybihr.com/medias/1109794-1-800Wx800H?context=bWFzdGVyfHJvb3R8ODEyMDB8aW1hZ2UvanBlZ3xhREZsTDJnME1pOHhOREV4TnpZNE56WTFOalEzT0M4eE1UQTVOemswTFRGZk9EQXdWM2c0TURCSXxiMTJkNThmM2NhYzc5M2VlNzc0OTI3NmZkMWU2YjhlNzg3MjhkMjI5MzRiMzA2YmRhMmFiZjk0NmFiMzg5ZjNl,https://api.mybihr.com/medias/1109794-2-800Wx800H?context=bWFzdGVyfHJvb3R8MTU5NDI3fGltYWdlL2pwZWd8YURGaEwyZ3hNeTh4TkRFeE56WTRPREEwT1RZNU5DOHhNVEE1TnprMExUSmZPREF3VjNnNE1EQkl8MjU0YjFkNjM4N2EyNjkzM2RiMjE5YWI2ZmE4MmM1NTRiYjYzOTU0ZTE1NzE3OTA1NzI0YWYyMWMxZDk2Y2QzYw,https://api.mybihr.com/medias/1109794-3-800Wx800H?context=bWFzdGVyfHJvb3R8MTk3MTB8aW1hZ2UvanBlZ3xhR0ppTDJneU1DOHhOREV4TnpZNE9EUTBNamt4TUM4eE1UQTVOemswTFROZk9EQXdWM2c0TURCSXwzYWYzNTA0Y2I5NDRkMzMxMWYwZjJkN2ZlYjlmNzFlNTAyZjFkODA0ZDU3YzdlNmE5N2YwNjc4YWY2MmViMGEy,https://api.mybihr.com/medias/1109794-4-800Wx800H?context=bWFzdGVyfHJvb3R8OTI5MzF8aW1hZ2UvanBlZ3xhRFE1TDJneVpTOHhOREV4TnpZNE9EZ3pOakV5Tmk4eE1UQTVOemswTFRSZk9EQXdWM2c0TURCSXxkMTI2YzYzZTQxYmNmMjMyNjlkZWYzODZkNWEwM2FiY2JmNDdiOGVjNTFhMjcyYjAxNDgxZWYxZjk3ZTRmZDFh,,,,,,https://static.bihr.pro/eBihr/Pictures/BIKE_LIFT-pictures.zip,,Spain Warehouse (Parts)
1100196,59800026,LEB-LIGHT,BIKE LIFT,BLIFT MAGNETIC LED LIGHTFOR LEB-50,Brazo superior con lámpara LED de alta potencia para elevador de bicicleta Bike-Lift - LEB-50,320.00,264.46,119.00,LEB-LIGHT,1,8539398000,0,0,"<p>Kit de iluminaci&oacute;n superior complementario para elevador de bicicletas el&eacute;crico Bike-Lift LEB-50.</p><p>&nbsp;</p><ul><li>Incluye l&aacute;mpara LED magn&eacute;tica recargable de alta potencia, hasta 7h de duraci&oacute;n.</li><li>Incluye brazo superior de sujeci&oacute;n</li></ul>","
Kit de iluminación superior complementario para elevador de bicicletas elécrico Bike-Lift LEB-50.
 Incluye lámpara LED magnética recargable de alta potencia, hasta 7h de duración.Incluye brazo superior de sujeción",VEHICLE PARTS & ACCESSORIES,BICYCLE PARTS & ACCESSORIES,BICYCLE PARTS,,1375,587,155,153,58,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1100196-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTc2NjJ8aW1hZ2UvanBlZ3xhREpoTDJneVlTOHhNVEl4TmpVek9UQTVNRGszTkM4eE1UQXdNVGsyTFRGZk9EQXdWM2c0TURCSXw2MzNlYWZiZTg4OGRjOWNhOWNiNzI3MTc4ZjY0YjdhZjRiODFmZmRhY2IwYjc0ZmQ1OWFlYTA3ODJmOTRmYjVk,https://api.mybihr.com/medias/1100196-2-800Wx800H?context=bWFzdGVyfHJvb3R8NzE4Njd8aW1hZ2UvanBlZ3xhRGxqTDJneFl5OHhNVEl4TmpVek9UUTROREU1TUM4eE1UQXdNVGsyTFRKZk9EQXdWM2c0TURCSXxlOTc0Y2Q2MmNjMDAyZTBmMTc0ZjNiMTBhZWI0N2YzMWVmN2FlYTAxMzViYTkxODMwOTNhYWJkMDBmYzQ2M2U1,,,,,,,,https://static.bihr.pro/eBihr/Pictures/BIKE_LIFT-pictures.zip,,Spain Warehouse (Parts)
1107217,,510203000100,BIKE LIFT,BLIFT SPARE PART CP GUID CASS TL50L40SZB,Blift recambio BIKE LIFT CP CASS TL50L40SZB,61.53,50.85,50.85,1107217,1,8467890000,0,1,,,TOOLING & WS,WS,WS. LIFTING EQUIP.,,1301,1529,415,56,56,,,,,,,,,,,,,,,,,,,,,,,,,,https://static.bihr.pro/eBihr/Pictures/BIKE_LIFT-pictures.zip,,Spain Warehouse (Parts)
1049828,,211221001300,BIKE LIFT,BLIFT SPARE PARTS SINGLE 892100 SPRING,Muelle 892100,17.53,14.49,14.49,892367,0,8467890000,0,1,,,TOOLING & WS,WS,WS. LIFTING EQUIP.,,307,110,205,88,17,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1049828-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTg3Mzh8aW1hZ2UvanBlZ3xhRE5oTDJobU9TODRPVEF5TWpNMU5USXhNRFUwTHpFd05EazRNamd0TVY4NE1EQlhlRGd3TUVnfDM0ZWNlMTg4NWQ2ZmRjNzNiNjhiMTZjNjFmNTU1NzdkYjc5MjVkZWFjNDAyZTQ0OTFlZTU4ZmYyM2E4NzAzNTc,,,,,,,,,https://static.bihr.pro/eBihr/Pictures/BIKE_LIFT-pictures.zip,,Spain Warehouse (Parts)
1049868,,630600000100,BIKE LIFT,BLIFT SPARE PARTS HAND CONTRÔLE,Mando manual electrohidráulico para mesa elevadora electrohidráulica BIKE LIFT - HC,88.18,72.88,72.88,8053288166304,0,8467890000,0,1,,,TOOLING & WS,WS,WS. LIFTING EQUIP.,,2800,570,280,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,https://static.bihr.pro/eBihr/Pictures/BIKE_LIFT-pictures.zip,,Spain Warehouse (Parts)
1049874,,904143010200,BIKE LIFT,BLIFT LIFT TABLE KODIAK 500,ELEVADOR DE BICICLETAS Mesa elevadora Kodiak 500 - KD-003,3666.08,3029.82,2423.86,8053288161835,2,8428909000,0,0,<p><strong>Nota: La Declaración de conformidad CE puede encontrarse junto al Manual de Usuario en el propio producto.</strong></p>,"
Nota: La Declaración de conformidad CE puede encontrarse junto al Manual de Usuario en el propio producto.",TOOLING & WS,WS,WS. LIFTING EQUIP.,,719532,175000,2370,880,345,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1049874-1-800Wx800H?context=bWFzdGVyfHJvb3R8NTEyMzl8aW1hZ2UvanBlZ3xhREpsTDJnNVpDODRPVEF5TWpNMk5UQTBNRGswTHpFd05EazROelF0TVY4NE1EQlhlRGd3TUVnfDcwMjllZjA2YmU2MmYwMjFmMGM3NDFmOGI5OTg3NzMwODYzZDczYzQ0YjFmNzg1MWU1ZDBhMWMzMGY1MzcyMTg,,,,,,,,,https://static.bihr.pro/eBihr/Pictures/BIKE_LIFT-pictures.zip,,France Warehouse (Parts)
1049878,34641,905030010100,BIKE LIFT,BLIFT ACCESSORIES AUTOMATIC WHEEL CLAMP,Mordaza para rueda BIKE LIFT W-36 S,525.87,434.60,347.68,8430525346413,1,8467890000,0,0,"<p>Bloquea rueda automático transportable W-36S, diseñado para cargar la moto con total seguridad y comodidad. Requiere fijar la base a la plataforma donde se vaya a utilizar. <br><br><strong>Para ruedas de:</strong>&nbsp;7cm a 20,5cm de anchura.</p>","
Bloquea rueda automático transportable W-36S, diseñado para cargar la moto con total seguridad y comodidad. Requiere fijar la base a la plataforma donde se vaya a utilizar. Para ruedas de: 7cm a 20,5cm de anchura.",TOOLING & WS,WS,WS. LIFTING EQUIP.,,148135,14000,650,530,430,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1049878-1-800Wx800H?context=bWFzdGVyfHJvb3R8NDY0NDd8aW1hZ2UvanBlZ3xhRFJpTDJoaE1TODRPRGMwTXpnNE9EUTROamN3THpFd05EazROemd0TVY4NE1EQlhlRGd3TUVnfGQwMWYzZmEyNzZmNjQzYmVkYzI1YzE2N2FmZWY1MjlhZTkzZmI1YzNhNDkzZjkxYzM1ZDVmY2M3MDEyNTViNDY,,,,,,,,,https://static.bihr.pro/eBihr/Pictures/BIKE_LIFT-pictures.zip,,Spain Warehouse (Parts)
1049806,,500607,BIKE LIFT,BLIFT SPARE PARTS LOWER CYLINDER STUD,Perno cilindro inferior BIKE LIFT,14.76,12.20,12.20,500607,0,8467890000,0,1,,,TOOLING & WS,WS,WS. LIFTING EQUIP.,,71,274,113,25,25,,,,,,,,,,,,,,,,,,,,,,,,,,https://static.bihr.pro/eBihr/Pictures/BIKE_LIFT-pictures.zip,,Spain Warehouse (Parts)
1049827,,211121001500,BIKE LIFT,BLIFT SPARE PARTS REAR GUIDE PIN,Pasador guia trasero BIKE LIFT,32.90,27.19,27.19,W99906,0,8467890000,0,1,"<p data-isautotranslation=""1""></p>You have not provided a text or a glossary to work with. Please provide the text you'd like translated, including any HTML or CSS code present, as well as the glossary you mentioned for terminology purposes. Once you do that, I'll be able to proceed with the translation as per your instructions.","
You have not provided a text or a glossary to work with. Please provide the text you'd like translated, including any HTML or CSS code present, as well as the glossary you mentioned for terminology purposes. Once you do that, I'll be able to proceed with the translation as per your instructions.",TOOLING & WS,WS,WS. LIFTING EQUIP.,,118,558,347,20,17,,,,,,,,,,,,,,,,,,,,,,,,,,https://static.bihr.pro/eBihr/Pictures/BIKE_LIFT-pictures.zip,,Spain Warehouse (Parts)
1049801,,250608,BIKE LIFT,BLIFT SPARE PARTS UPPER CYLINDER STUD,Perno superior BIKE LIFT,14.76,12.20,12.20,250608,0,8467890000,0,1,,,TOOLING & WS,WS,WS. LIFTING EQUIP.,,63,180,93,25,27,,,,,,,,,,,,,,,,,,,,,,,,,,https://static.bihr.pro/eBihr/Pictures/BIKE_LIFT-pictures.zip,,Spain Warehouse (Parts)
1049857,,620101010400,BIKE LIFT,BLIFT SPARE PARTS ELECT HOSES MAX500,Manguera MAX 500 ELCT. BIKE LIFT,63.05,52.11,52.11,892184,0,8467890000,0,1,,,TOOLING & WS,WS,WS. LIFTING EQUIP.,,900,270,300,300,10,,,,,,,,,,,,,,,,,,,,,,,,,,https://static.bihr.pro/eBihr/Pictures/BIKE_LIFT-pictures.zip,,Spain Warehouse (Parts)
1049859,,620401000700,BIKE LIFT,BLIFT SPARE PARTS DOUBLE BANJO SCREW,Tornillo banjo doble para mesa elevadora BIKE LIFT,5.13,4.24,4.24,890499,0,8425420000,0,1,,,TOOLING & WS,WS,WS. LIFTING EQUIP.,,54,46,47,57,20,,,,,,,,,,,,,,,,,,,,,,,,,,https://static.bihr.pro/eBihr/Pictures/BIKE_LIFT-pictures.zip,,Spain Warehouse (Parts)
