PartNumber,OldPartNumber,SupplierProductCode,Brand,ProductName,Designation,RetailPriceIncludingTax,RetailPriceExcludingTax,BaseDealerPriceExcludingTax,BarCode,StockValue,CommodityCode,OnDemand,DropShipping,HtmlDescription,Description,Category1,Category2,Category3,Volume (cm³),Weight (g),Length (mm),Width (mm),Height (mm),Altura del neumático (perfil),Anchura del neumático,Categoría de neumático,Compuesto de neumático,Diámetro de la llanta,Estructura de neumático,Familia de neumáticos,Homologación,Índice de carga del neumático (IC),Índice de velocidad (CV),Marcajes,Modelo,Posición,Sin cámara o tipo de cámara,Picture1,Picture2,Picture3,Picture4,Picture5,AllPicturesZIP,DeliveryPlant
9007659,,11140069,HEIDENAU,HEIDE TIRE K37 SW 4.00-19,Neumático HEIDENAU K37 SW REINF Side-car 4.00-19 M/C 71P TT,212.96,176.00,109.12,4027694140696,0,4011400000,0,1,"<p>Al utilizar un dise&ntilde;o de pomo progresivo, la carga con barro o nieve no deber&iacute;a ser un problema.</p>
<p><strong>Perfil y goma</strong></p>
<p>Con un perfil m&aacute;s ""cuadrado"" que otros neum&aacute;ticos de tacos, el K37 tiene una huella de buen tama&ntilde;o, permitiendo una mejor tracci&oacute;n y control del equipo que otros neum&aacute;ticos. Heidenau utiliza un compuesto resistente, lo que hace que el knobby sea resistente, no se frene y dure a lo largo de los kil&oacute;metros.</p>","
Al utilizar un diseño de pomo progresivo, la carga con barro o nieve no debería ser un problema.

Perfil y goma

Con un perfil más ""cuadrado"" que otros neumáticos de tacos, el K37 tiene una huella de buen tamaño, permitiendo una mejor tracción y control del equipo que otros neumáticos. Heidenau utiliza un compuesto resistente, lo que hace que el knobby sea resistente, no se frene y dure a lo largo de los kilómetros.",TIRES & ACCESSORIES,MOTORCYCLE,MC TIRE TR ON/OFF,53900,6380,700,700,110,,4.00,Trail on-off,,19,X-Ply,Neumáticos de motocicleta y scooter,,71,P < 150 km/h,,K37,Trasero,TT - Para cámara,https://api.mybihr.com/medias/800Wx800H-9007659-1.jpg?context=bWFzdGVyfHJvb3R8MzcxMjN8aW1hZ2UvanBlZ3xhR1l3TDJoaU9DODVOelF3TkRNMk1EUTFPREkzTUM4NE1EQlhlRGd3TUVoZk9UQXdOelkxT1MweExtcHdad3xhMjU2Nzk2MDMxYjhkMzY0ZTZjNDEwMDk2N2JlZmViMjNiOTQwYzQ5YWVmY2Q5ZTU4ZDczYjdiOGVlM2Q1MjQ5,https://api.mybihr.com/medias/800Wx800H-9007659-2.jpg?context=bWFzdGVyfHJvb3R8NzM2Mjl8aW1hZ2UvanBlZ3xhR1F4TDJoak1pODVOelF3TkRNMk1EY3lNRFF4TkM4NE1EQlhlRGd3TUVoZk9UQXdOelkxT1MweUxtcHdad3xjOGJkYWE3MTZmZmQwNjEzZjdkNTViM2U5ODdhZTA4ZDU3NDBjMGJjZTg3ZGRhNDRkNjFmMWE3OGI1MTJlOTVh,https://api.mybihr.com/medias/800Wx800H-9007659-3.jpg?context=bWFzdGVyfHJvb3R8ODkzNDR8aW1hZ2UvanBlZ3xhR1kxTDJobE55ODVOelF3TkRNMk1URXhNell6TUM4NE1EQlhlRGd3TUVoZk9UQXdOelkxT1MwekxtcHdad3w2OTQ1Yzg4ZjA2NzAyMTMyYTIwODZlMjVmZmRjZTA0ZjVhYjU4OTM0NTA5MzE5MmYwOWUxZDgzODZlMmZkMmEw,https://api.mybihr.com/medias/800Wx800H-9007659-4.jpg?context=bWFzdGVyfHJvb3R8MTEzMDI3fGltYWdlL2pwZWd8YURZNEwyaGtZUzg1TnpRd05ETTJNVFV3TmpnME5pODRNREJYZURnd01FaGZPVEF3TnpZMU9TMDBMbXB3Wnd8YWFjYzhlNTBkYjA0NmQ0M2NjNDFmYjhjYzE4ZDViMTdlY2U0MDE4YTNmZDYwYWIzNGJiZmMyM2Q0MTc2MzU3Nw,https://api.mybihr.com/medias/800Wx800H-9007659-5.jpg?context=bWFzdGVyfHJvb3R8MTIxNTA5fGltYWdlL2pwZWd8YURWakwyZzRNUzg1TnpRd05ETTJNakF6TVRFek5DODRNREJYZURnd01FaGZPVEF3TnpZMU9TMDFMbXB3Wnd8MWFkOTkzMGVhNDg5MWQwZDIyZjEwZTA0NTQxN2EzOTVlNjY5MjAyMmY3NjRmOGEyYWY5MjBmM2FlZDE4NDhlMg,https://static.bihr.pro/eBihr/Pictures/HEIDENAU-pictures.zip,Spain Warehouse (Tires)
9007734,,11140093,HEIDENAU,HEIDE TIRE K60 SCOOT 130/80-18,Neumático HEIDENAU K60 SCOOT 130/80-18 M/C 72T TT,199.65,165.00,102.30,4027694140931,0,4011400000,0,1,"<p><strong>Todo gira en torno al caucho</strong></p>
<p>Heidenau ha desarrollado un gran compuesto con un alto contenido de caucho natural. Esto hace que el neumático sea resistente y dure muchos kilómetros.</p>
<p><strong>Diseño de la banda de rodadura</strong></p>
<p>El patrón de bloques interrumpidos del K60 hace que el neumático sea respetable fuera de la carretera y suave en la calle.</p>","
Todo gira en torno al caucho

Heidenau ha desarrollado un gran compuesto con un alto contenido de caucho natural. Esto hace que el neumático sea resistente y dure muchos kilómetros.

Diseño de la banda de rodadura

El patrón de bloques interrumpidos del K60 hace que el neumático sea respetable fuera de la carretera y suave en la calle.",TIRES & ACCESSORIES,MOTORCYCLE,MC TIRE TR ON/OFF,60112,6230,680,680,130,80,130,Trail on-off,,18,X-Ply,Neumáticos de motocicleta y scooter,,72,T < 190 km/h,,K60 SCOUT,Trasero,TT - Para cámara,https://api.mybihr.com/medias/800Wx800H-9007734-1.jpg?context=bWFzdGVyfHJvb3R8Nzc0MjB8aW1hZ2UvanBlZ3xhRGM1TDJnME1DODRNell3TURJNE9ETTFNREl6T0M4NE1EQlhlRGd3TUVoZk9UQXdOemN6TkMweExtcHdad3w5YmVjNWRjMDNjNzU2ZjYyZjc4ZjA1ZTUxMjRhZDlmZGIyZWRhODk2MjZlOTgyNmNmNjUwNzZiYjMyYThkMDM3,,,,,https://static.bihr.pro/eBihr/Pictures/HEIDENAU-pictures.zip,Spain Warehouse (Tires)
9007016,,11120162,HEIDENAU,HEIDE TIRE K66 120/70-15,Neumático HEIDENAU K66 120/70-15 M/C 56H TL,127.66,105.50,65.41,4027694121626,0,4011400000,0,1,"<p><strong>Conducci&oacute;n y estabilidad</strong></p>
<p>El dibujo en espiga de la banda de rodadura del K66 garantiza una conducci&oacute;n segura en todas las condiciones.</p>
<p><strong>Agarre en mojado</strong></p>
<p>Gracias al resistente compuesto y al exclusivo dibujo de la banda de rodadura de Heidenau, el K66 puede utilizarse con confianza en cualquier condici&oacute;n meteorol&oacute;gica.</p>
<p><strong>Larga vida &uacute;til</strong></p>
<p>Todo este rendimiento en un neum&aacute;tico que dura. El valor que esperas de Heidenau.</p>","
Conducción y estabilidad

El dibujo en espiga de la banda de rodadura del K66 garantiza una conducción segura en todas las condiciones.

Agarre en mojado

Gracias al resistente compuesto y al exclusivo dibujo de la banda de rodadura de Heidenau, el K66 puede utilizarse con confianza en cualquier condición meteorológica.

Larga vida útil

Todo este rendimiento en un neumático que dura. El valor que esperas de Heidenau.",TIRES & ACCESSORIES,SCOOTER,SCOOTER TIRE X-PLY,34992,4400,540,540,120,70,120,"Scooter, ciclomotor",,15,X-Ply,Neumáticos de motocicleta y scooter,,56,H < 210 km/h,,K66,Delantero,TL - Tubeless,https://api.mybihr.com/medias/800Wx800H-9007016-1.jpg?context=bWFzdGVyfHJvb3R8NjkyMTV8aW1hZ2UvanBlZ3xhR1l3TDJneU1TODFNVE0wTXpZMk16TXdNRFl6T0M4NE1EQlhlRGd3TUVoZk9UQXdOekF4TmkweExtcHdad3xmYTg4ODk2NDQ0OTBlNGM5NGVhNzVjYTk4NzEzYjI2YzRlNzVmYWNmZTE1NDEyNTY1NWRmZjA2MjA2ZjRlYjgw,,,,,https://static.bihr.pro/eBihr/Pictures/HEIDENAU-pictures.zip,Spain Warehouse (Tires)
9007012,,11120121,HEIDENAU,HEIDE TIRE K66 150/70-14,Neumático HEIDENAU K66 150/70-14 M/C 66S TL,150.04,124.00,76.88,4027694121213,1,4011400000,0,1,"<p><strong>Conducci&oacute;n y estabilidad</strong></p>
<p>El dibujo en espiga de la banda de rodadura del K66 garantiza una conducci&oacute;n segura en todas las condiciones.</p>
<p><strong>Agarre en mojado</strong></p>
<p>Gracias al resistente compuesto y al exclusivo dibujo de la banda de rodadura de Heidenau, el K66 puede utilizarse con confianza en cualquier condici&oacute;n meteorol&oacute;gica.</p>
<p><strong>Larga vida &uacute;til</strong></p>
<p>Todo este rendimiento en un neum&aacute;tico que dura. El valor que esperas de Heidenau.</p>","
Conducción y estabilidad

El dibujo en espiga de la banda de rodadura del K66 garantiza una conducción segura en todas las condiciones.

Agarre en mojado

Gracias al resistente compuesto y al exclusivo dibujo de la banda de rodadura de Heidenau, el K66 puede utilizarse con confianza en cualquier condición meteorológica.

Larga vida útil

Todo este rendimiento en un neumático que dura. El valor que esperas de Heidenau.",TIRES & ACCESSORIES,SCOOTER,SCOOTER TIRE X-PLY,46204,5700,555,555,150,70,150,"Scooter, ciclomotor",,14,X-Ply,Neumáticos de motocicleta y scooter,,66,S < 180 km/h,,K66,Trasero,TL - Tubeless,https://api.mybihr.com/medias/800Wx800H-9007012-1.jpg?context=bWFzdGVyfHJvb3R8NjkyMTV8aW1hZ2UvanBlZ3xhR0UwTDJobE55ODFNVE0wTXpZMk1UY3lOemMzTkM4NE1EQlhlRGd3TUVoZk9UQXdOekF4TWkweExtcHdad3w4MjU3MjNkMzQzZGNlMGUxNGI1NjI1MmNmYTZiMjY4NGQ5NGI0MzNmM2MyN2E3NDhkYTUyY2I3MGI1NzM4MzE5,,,,,https://static.bihr.pro/eBihr/Pictures/HEIDENAU-pictures.zip,Spain Warehouse (Tires)
9007003,,11120158,HEIDENAU,HEIDE TIRE K66 90/90-14,Neumático HEIDENAU K66 REINF 90/90-14 M/C 52P TL,84.10,69.50,43.09,4027694121589,0,4011400000,0,1,"<p><strong>Conducci&oacute;n y estabilidad</strong></p>
<p>El dibujo en espiga de la banda de rodadura del K66 garantiza una conducci&oacute;n segura en todas las condiciones.</p>
<p><strong>Agarre en mojado</strong></p>
<p>Gracias al resistente compuesto y al exclusivo dibujo de la banda de rodadura de Heidenau, el K66 puede utilizarse con confianza en cualquier condici&oacute;n meteorol&oacute;gica.</p>
<p><strong>Larga vida &uacute;til</strong></p>
<p>Todo este rendimiento en un neum&aacute;tico que dura. El valor que esperas de Heidenau.</p>","
Conducción y estabilidad

El dibujo en espiga de la banda de rodadura del K66 garantiza una conducción segura en todas las condiciones.

Agarre en mojado

Gracias al resistente compuesto y al exclusivo dibujo de la banda de rodadura de Heidenau, el K66 puede utilizarse con confianza en cualquier condición meteorológica.

Larga vida útil

Todo este rendimiento en un neumático que dura. El valor que esperas de Heidenau.",TIRES & ACCESSORIES,SCOOTER,SCOOTER TIRE X-PLY,23870,2700,515,515,90,90,90,"Scooter, ciclomotor",,14,X-Ply,Neumáticos de motocicleta y scooter,,52,P < 150 km/h,,K66,Delantero/trasero,TL - Tubeless,https://api.mybihr.com/medias/800Wx800H-9007003-1.jpg?context=bWFzdGVyfHJvb3R8NjkyMTV8aW1hZ2UvanBlZ3xhRGxtTDJobE5pODFNVE0wTXpZMU9ERTRPRGd6TUM4NE1EQlhlRGd3TUVoZk9UQXdOekF3TXkweExtcHdad3xlMmI5YTQ3YmZiMjY4MTNjZTJiZWQwZWE0OTM3OTAyNjJiYjEzZTllNWEwYzU3MDQ2YTE3NDM1MTQ1NmE4ZTQ1,,,,,https://static.bihr.pro/eBihr/Pictures/HEIDENAU-pictures.zip,Spain Warehouse (Tires)
9007013,,11120124,HEIDENAU,HEIDE TIRE K66 140/60-14,Neumático HEIDENAU K66 REINF 140/60-14 M/C 64S TL,117.98,97.50,60.45,4027694121244,0,4011400000,0,1,"<p><strong>Conducci&oacute;n y estabilidad</strong></p>
<p>El dibujo en espiga de la banda de rodadura del K66 garantiza una conducci&oacute;n segura en todas las condiciones.</p>
<p><strong>Agarre en mojado</strong></p>
<p>Gracias al resistente compuesto y al exclusivo dibujo de la banda de rodadura de Heidenau, el K66 puede utilizarse con confianza en cualquier condici&oacute;n meteorol&oacute;gica.</p>
<p><strong>Larga vida &uacute;til</strong></p>
<p>Todo este rendimiento en un neum&aacute;tico que dura. El valor que esperas de Heidenau.</p>","
Conducción y estabilidad

El dibujo en espiga de la banda de rodadura del K66 garantiza una conducción segura en todas las condiciones.

Agarre en mojado

Gracias al resistente compuesto y al exclusivo dibujo de la banda de rodadura de Heidenau, el K66 puede utilizarse con confianza en cualquier condición meteorológica.

Larga vida útil

Todo este rendimiento en un neumático que dura. El valor que esperas de Heidenau.",TIRES & ACCESSORIES,SCOOTER,SCOOTER TIRE X-PLY,35805,4650,515,515,135,60,140,"Scooter, ciclomotor",,14,X-Ply,Neumáticos de motocicleta y scooter,,64,S < 180 km/h,,K66,Trasero,TL - Tubeless,https://api.mybihr.com/medias/800Wx800H-9007013-1.jpg?context=bWFzdGVyfHJvb3R8NjkyMTV8aW1hZ2UvanBlZ3xhRFU0TDJnNU1pODFNVE0wTXpZMk1qRXlNRGs1TUM4NE1EQlhlRGd3TUVoZk9UQXdOekF4TXkweExtcHdad3xiYmFjMjQ1NDY0ZjI1YjdmZDE0MDFmY2Q2NGZmMjM3YjJkMDJmMDA2OTFiM2UzYjUwNDc0NTg3YWJiYzgxNTcz,,,,,https://static.bihr.pro/eBihr/Pictures/HEIDENAU-pictures.zip,Spain Warehouse (Tires)
9007007,,11120160,HEIDENAU,HEIDE TIRE K66 110/80-14,Neumático HEIDENAU K66 REINF 110/80-14 M/C 59P TL,101.64,84.00,52.08,4027694121602,1,4011400000,0,1,"<p><strong>Conducci&oacute;n y estabilidad</strong></p>
<p>El dibujo en espiga de la banda de rodadura del K66 garantiza una conducci&oacute;n segura en todas las condiciones.</p>
<p><strong>Agarre en mojado</strong></p>
<p>Gracias al resistente compuesto y al exclusivo dibujo de la banda de rodadura de Heidenau, el K66 puede utilizarse con confianza en cualquier condici&oacute;n meteorol&oacute;gica.</p>
<p><strong>Larga vida &uacute;til</strong></p>
<p>Todo este rendimiento en un neum&aacute;tico que dura. El valor que esperas de Heidenau.</p>","
Conducción y estabilidad

El dibujo en espiga de la banda de rodadura del K66 garantiza una conducción segura en todas las condiciones.

Agarre en mojado

Gracias al resistente compuesto y al exclusivo dibujo de la banda de rodadura de Heidenau, el K66 puede utilizarse con confianza en cualquier condición meteorológica.

Larga vida útil

Todo este rendimiento en un neumático que dura. El valor que esperas de Heidenau.",TIRES & ACCESSORIES,SCOOTER,SCOOTER TIRE X-PLY,30899,3570,530,530,110,80,110,"Scooter, ciclomotor",,14,X-Ply,Neumáticos de motocicleta y scooter,,59,P < 150 km/h,,K66,Delantero/trasero,TL - Tubeless,https://api.mybihr.com/medias/800Wx800H-9007007-1.jpg?context=bWFzdGVyfHJvb3R8NjkyMTV8aW1hZ2UvanBlZ3xhRGszTDJnMk9DODFNVE0wTXpZMU9UYzJNVFk1TkM4NE1EQlhlRGd3TUVoZk9UQXdOekF3TnkweExtcHdad3w2MjU4ZDk3M2Q5OGU0NmE2YzkwZTZjYTc4YWM4MTcyOTRiYjVkZTVlZjgzZWI2Njg0MDQ3NDYyNDQ2MmQ0Yzgw,,,,,https://static.bihr.pro/eBihr/Pictures/HEIDENAU-pictures.zip,Spain Warehouse (Tires)
9007021,,11120134,HEIDENAU,HEIDE TIRE K66 110/70-16,Neumático HEIDENAU K66 110/70-16 M/C 52S TL,98.01,81.00,50.22,4027694121343,0,4011400000,0,1,"<p><strong>Conducci&oacute;n y estabilidad</strong></p>
<p>El dibujo en espiga de la banda de rodadura del K66 garantiza una conducci&oacute;n segura en todas las condiciones.</p>
<p><strong>Agarre en mojado</strong></p>
<p>Gracias al resistente compuesto y al exclusivo dibujo de la banda de rodadura de Heidenau, el K66 puede utilizarse con confianza en cualquier condici&oacute;n meteorol&oacute;gica.</p>
<p><strong>Larga vida &uacute;til</strong></p>
<p>Todo este rendimiento en un neum&aacute;tico que dura. El valor que esperas de Heidenau.</p>","
Conducción y estabilidad

El dibujo en espiga de la banda de rodadura del K66 garantiza una conducción segura en todas las condiciones.

Agarre en mojado

Gracias al resistente compuesto y al exclusivo dibujo de la banda de rodadura de Heidenau, el K66 puede utilizarse con confianza en cualquier condición meteorológica.

Larga vida útil

Todo este rendimiento en un neumático que dura. El valor que esperas de Heidenau.",TIRES & ACCESSORIES,SCOOTER,SCOOTER TIRE X-PLY,31360,3280,560,560,100,70,110,"Scooter, ciclomotor",,16,X-Ply,Neumáticos de motocicleta y scooter,,52,S < 180 km/h,,K66,Delantero/trasero,TL - Tubeless,https://api.mybihr.com/medias/800Wx800H-9007021-1.jpg?context=bWFzdGVyfHJvb3R8NjkyMTV8aW1hZ2UvanBlZ3xhR1ZrTDJoaFpTODFNVE0wTXpZMk5USTJOamN4T0M4NE1EQlhlRGd3TUVoZk9UQXdOekF5TVMweExtcHdad3w0ZWRlMWJiYjMzZmQzOTliMGNlMzNkMDAwZDc5NGY2Mjg0ZWM5YzllZTA3NmZlZjAyZTUyNDJhY2I2OTk5NjQy,,,,,https://static.bihr.pro/eBihr/Pictures/HEIDENAU-pictures.zip,Spain Warehouse (Tires)
9007010,,11120116,HEIDENAU,HEIDE TIRE K66 120/70-14,Neumático HEIDENAU K66 120/70-14 M/C 55S TL,115.56,95.50,59.21,4027694121169,1,4011400000,0,1,"<p><strong>Conducci&oacute;n y estabilidad</strong></p>
<p>El dibujo en espiga de la banda de rodadura del K66 garantiza una conducci&oacute;n segura en todas las condiciones.</p>
<p><strong>Agarre en mojado</strong></p>
<p>Gracias al resistente compuesto y al exclusivo dibujo de la banda de rodadura de Heidenau, el K66 puede utilizarse con confianza en cualquier condici&oacute;n meteorol&oacute;gica.</p>
<p><strong>Larga vida &uacute;til</strong></p>
<p>Todo este rendimiento en un neum&aacute;tico que dura. El valor que esperas de Heidenau.</p>","
Conducción y estabilidad

El dibujo en espiga de la banda de rodadura del K66 garantiza una conducción segura en todas las condiciones.

Agarre en mojado

Gracias al resistente compuesto y al exclusivo dibujo de la banda de rodadura de Heidenau, el K66 puede utilizarse con confianza en cualquier condición meteorológica.

Larga vida útil

Todo este rendimiento en un neumático que dura. El valor que esperas de Heidenau.",TIRES & ACCESSORIES,SCOOTER,SCOOTER TIRE X-PLY,32448,4050,520,520,120,70,120,"Scooter, ciclomotor",,14,X-Ply,Neumáticos de motocicleta y scooter,,55,S < 180 km/h,,K66,Delantero/trasero,TL - Tubeless,https://api.mybihr.com/medias/800Wx800H-9007010-1.jpg?context=bWFzdGVyfHJvb3R8NjkyMTV8aW1hZ2UvanBlZ3xhRGsxTDJoaU5TODFNVE0wTXpZMk1EazBNVE0wTWk4NE1EQlhlRGd3TUVoZk9UQXdOekF4TUMweExtcHdad3wzNTdjNDgzNzAxYzkxZTViNTczZjViYWI3NzI0Y2E3Y2UwODQzZDZlYjAzNDY2ZTBkZGQ3YjBkM2YzMjE1NjUw,,,,,https://static.bihr.pro/eBihr/Pictures/HEIDENAU-pictures.zip,Spain Warehouse (Tires)
9007002,,11120149,HEIDENAU,HEIDE TIRE K66 80/90-14,Neumático HEIDENAU K66 REINF 80/90-14 M/C 46P TL,75.63,62.50,38.75,4027694121497,0,4011400000,0,1,"<p><strong>Conducci&oacute;n y estabilidad</strong></p>
<p>El dibujo en espiga de la banda de rodadura del K66 garantiza una conducci&oacute;n segura en todas las condiciones.</p>
<p><strong>Agarre en mojado</strong></p>
<p>Gracias al resistente compuesto y al exclusivo dibujo de la banda de rodadura de Heidenau, el K66 puede utilizarse con confianza en cualquier condici&oacute;n meteorol&oacute;gica.</p>
<p><strong>Larga vida &uacute;til</strong></p>
<p>Todo este rendimiento en un neum&aacute;tico que dura. El valor que esperas de Heidenau.</p>","
Conducción y estabilidad

El dibujo en espiga de la banda de rodadura del K66 garantiza una conducción segura en todas las condiciones.

Agarre en mojado

Gracias al resistente compuesto y al exclusivo dibujo de la banda de rodadura de Heidenau, el K66 puede utilizarse con confianza en cualquier condición meteorológica.

Larga vida útil

Todo este rendimiento en un neumático que dura. El valor que esperas de Heidenau.",TIRES & ACCESSORIES,SCOOTER,SCOOTER TIRE X-PLY,22500,2180,500,500,90,90,80,"Scooter, ciclomotor",,14,X-Ply,Neumáticos de motocicleta y scooter,,46,P < 150 km/h,,K66,Delantero/trasero,TL - Tubeless,https://api.mybihr.com/medias/800Wx800H-9007002-1.jpg?context=bWFzdGVyfHJvb3R8NjkyMTV8aW1hZ2UvanBlZ3xhREkzTDJoak5DODFNVE0wTXpZMU56YzVOVFl4TkM4NE1EQlhlRGd3TUVoZk9UQXdOekF3TWkweExtcHdad3w0ODg1N2YwYmY1ZjQwYmVlMmY2Y2Y1N2VhOTIyZGViMjEyMTNjNDM5Y2FkY2RkYTQ0YzI4ZmUxZTIzM2FjYWZl,,,,,https://static.bihr.pro/eBihr/Pictures/HEIDENAU-pictures.zip,Spain Warehouse (Tires)
9007009,,11120115,HEIDENAU,HEIDE TIRE K66 100/70-14,Neumático HEIDENAU K66 REINF 100/70-14 M/C 50J TL,81.68,67.50,41.85,4027694121152,0,4011400000,0,1,"<p><strong>Conducci&oacute;n y estabilidad</strong></p>
<p>El dibujo en espiga de la banda de rodadura del K66 garantiza una conducci&oacute;n segura en todas las condiciones.</p>
<p><strong>Agarre en mojado</strong></p>
<p>Gracias al resistente compuesto y al exclusivo dibujo de la banda de rodadura de Heidenau, el K66 puede utilizarse con confianza en cualquier condici&oacute;n meteorol&oacute;gica.</p>
<p><strong>Larga vida &uacute;til</strong></p>
<p>Todo este rendimiento en un neum&aacute;tico que dura. El valor que esperas de Heidenau.</p>","
Conducción y estabilidad

El dibujo en espiga de la banda de rodadura del K66 garantiza una conducción segura en todas las condiciones.

Agarre en mojado

Gracias al resistente compuesto y al exclusivo dibujo de la banda de rodadura de Heidenau, el K66 puede utilizarse con confianza en cualquier condición meteorológica.

Larga vida útil

Todo este rendimiento en un neumático que dura. El valor que esperas de Heidenau.",TIRES & ACCESSORIES,SCOOTER,SCOOTER TIRE X-PLY,23523,2500,485,485,100,70,100,"Scooter, ciclomotor",,14,X-Ply,Neumáticos de motocicleta y scooter,,50,J < 100 km/h,,K66,Delantero/trasero,TL - Tubeless,https://api.mybihr.com/medias/800Wx800H-9007009-1.jpg?context=bWFzdGVyfHJvb3R8NjkyMTV8aW1hZ2UvanBlZ3xhR1kxTDJoaE55ODFNVE0wTXpZMk1EVTBPREV5Tmk4NE1EQlhlRGd3TUVoZk9UQXdOekF3T1MweExtcHdad3wyNGRmNzRjZjlmNjFiMDUxOTBkYTcxNmZlMjhiNDhlZDBkZGZhMjMzMDE1ZDI0NGFlMWM5Nzk1MjRjNDdlNWY4,,,,,https://static.bihr.pro/eBihr/Pictures/HEIDENAU-pictures.zip,Spain Warehouse (Tires)
9007001,,11120104,HEIDENAU,HEIDE TIRE K66 150/70-13,Neumático HEIDENAU K66 150/70-13 M/C 64S TL,135.52,112.00,69.44,4027694121046,0,4011400000,0,1,"<p><strong>Conducci&oacute;n y estabilidad</strong></p>
<p>El dibujo en espiga de la banda de rodadura del K66 garantiza una conducci&oacute;n segura en todas las condiciones.</p>
<p><strong>Agarre en mojado</strong></p>
<p>Gracias al resistente compuesto y al exclusivo dibujo de la banda de rodadura de Heidenau, el K66 puede utilizarse con confianza en cualquier condici&oacute;n meteorol&oacute;gica.</p>
<p><strong>Larga vida &uacute;til</strong></p>
<p>Todo este rendimiento en un neum&aacute;tico que dura. El valor que esperas de Heidenau.</p>","
Conducción y estabilidad

El dibujo en espiga de la banda de rodadura del K66 garantiza una conducción segura en todas las condiciones.

Agarre en mojado

Gracias al resistente compuesto y al exclusivo dibujo de la banda de rodadura de Heidenau, el K66 puede utilizarse con confianza en cualquier condición meteorológica.

Larga vida útil

Todo este rendimiento en un neumático que dura. El valor que esperas de Heidenau.",TIRES & ACCESSORIES,SCOOTER,SCOOTER TIRE X-PLY,41344,5050,525,525,150,70,150,"Scooter, ciclomotor",,13,X-Ply,Neumáticos de motocicleta y scooter,,64,S < 180 km/h,,K66,Trasero,TL - Tubeless,https://api.mybihr.com/medias/800Wx800H-9007001-1.jpg?context=bWFzdGVyfHJvb3R8NjkyMTV8aW1hZ2UvanBlZ3xhR1ZoTDJoaU9DODFNVE0wTXpZMU56UXdNak01T0M4NE1EQlhlRGd3TUVoZk9UQXdOekF3TVMweExtcHdad3w1ZWQxOGNmMjZmNGNjMTQwZTE2NzM3ODJkM2Y2ZGRhOGVhOWIzMDc5YjJhOTNhZDNhMGM4N2UzYTM3ZDczY2Ez,,,,,https://static.bihr.pro/eBihr/Pictures/HEIDENAU-pictures.zip,Spain Warehouse (Tires)
9007011,,11120118,HEIDENAU,HEIDE TIRE K66 140/70-14,Neumático HEIDENAU K66 REINF 140/70-14 M/C 68S TL,141.57,117.00,72.54,4027694121183,0,4011400000,0,1,"<p><strong>Conducci&oacute;n y estabilidad</strong></p>
<p>El dibujo en espiga de la banda de rodadura del K66 garantiza una conducci&oacute;n segura en todas las condiciones.</p>
<p><strong>Agarre en mojado</strong></p>
<p>Gracias al resistente compuesto y al exclusivo dibujo de la banda de rodadura de Heidenau, el K66 puede utilizarse con confianza en cualquier condici&oacute;n meteorol&oacute;gica.</p>
<p><strong>Larga vida &uacute;til</strong></p>
<p>Todo este rendimiento en un neum&aacute;tico que dura. El valor que esperas de Heidenau.</p>","
Conducción y estabilidad

El dibujo en espiga de la banda de rodadura del K66 garantiza una conducción segura en todas las condiciones.

Agarre en mojado

Gracias al resistente compuesto y al exclusivo dibujo de la banda de rodadura de Heidenau, el K66 puede utilizarse con confianza en cualquier condición meteorológica.

Larga vida útil

Todo este rendimiento en un neumático que dura. El valor que esperas de Heidenau.",TIRES & ACCESSORIES,SCOOTER,SCOOTER TIRE X-PLY,42350,5500,550,550,140,70,140,"Scooter, ciclomotor",,14,X-Ply,Neumáticos de motocicleta y scooter,,68,S < 180 km/h,,K66,Trasero,TL - Tubeless,https://api.mybihr.com/medias/800Wx800H-9007011-1.jpg?context=bWFzdGVyfHJvb3R8NjkyMTV8aW1hZ2UvanBlZ3xhRE14TDJobU5TODFNVE0wTXpZMk1UTXpORFUxT0M4NE1EQlhlRGd3TUVoZk9UQXdOekF4TVMweExtcHdad3wyNWFmOWQ4YzA5NGUzMDI3NDFhOTcyNWRmN2IwYzUwNDNjN2Q1Mjg3YmRjYzgyOGNmNWRlOThiMGM2ZTY5ZWZk,,,,,https://static.bihr.pro/eBihr/Pictures/HEIDENAU-pictures.zip,Spain Warehouse (Tires)
